"filename", "language", "JavaScript", "Markdown", "JSON with Comments", "JSON", "HTML", "PHP", "JavaScript JSX", "PostCSS", "XML", "YAML", "comment", "blank", "total"
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\public\icons.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 25
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\App.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 1772, 0, 0, 44, 370, 2186
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 4, 76
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\auth.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\axios.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\bootstrap.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 7
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\cart.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\comments.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\expeditions.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\forums.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\invoices.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\phantoms.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\products.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\api\reports.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\assets\react.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\assets\vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\components\Loader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\components\PhantomLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 6, 16, 182
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\components\PrivateRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\components\ShimmerImage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 2, 6, 58
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\context\AuthContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 9, 62
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\context\CartContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 7, 43
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\context\DataProvider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 2, 25, 199
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\context\ToastContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 9, 86
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Cart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 22, 189
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Checkout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 4, 23, 270
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Dashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 10, 80
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\ExpeditionDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 6, 30, 302
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Expeditions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 255, 0, 0, 0, 0, 30, 285
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\ForumDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 434, 0, 0, 0, 10, 50, 494
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Forums.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 20, 209
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 12, 92
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Invoices.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 12, 113
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 11, 88
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\NotFound.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 5, 11, 62
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\PhantomDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 6, 25, 249
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Phantoms.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 3, 7, 65
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\ProductDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 20, 239
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Products.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 254, 0, 0, 0, 2, 22, 278
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Profile.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 10, 18, 267
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\Register.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 2, 10, 184
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\ReportDetail.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 415, 0, 0, 0, 11, 47, 473
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\src\pages\SuccessInvoice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 4, 14, 157
"c:\Users\scarl\Documents\GitHub\PhantomLog\phantomlog-frontend\vite.config.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"Total", "-", 478, 2642, 412, 20939, 2952, 8164, 4455, 2066, 91, 85, 1374, 4230, 47888
